Top 100,Org Rk,Name,Org,Pos,Current Level,Trend,FV,ETA,Risk,Age,Ht,Wt,B,T,Signed,Signed From,Video,PlayerId
0,28,"Demi Orimoloye","TOR","RF","",1,"40",2021,"High","22.0","6' 4""","225","R","R","2015 Draft Rnd 4 (MIL)","St. Matthew HS (CAN)","","sa875027"
0,28,"Connor Sadzeck","TEX","RHP","AAA",,"40",2018,"Low","27.3","6' 5""","240","R","R","2011 Draft Rnd 11 (TEX)","Howard JC (TX)","","13483"
0,28,"Connor Jones","STL","RHP","",,"40",2019,"Med","24.2","6' 3""","215","R","R","2016 Draft Rnd 2 (STL)","Virginia","","sa738697"
0,28,"Leonel Valera","LAD","SS","",,"35+",2023,"High","19.5","6' 1""","165","R","R","2015 J2 (LAD)","Venezuela","","sa917320"
0,28,"Luis Verdugo","CHC","SS","AAA",,"35+",2023,"High","18.2","6' 0""","172","R","R","2017 J2 (CHC)","Mexico","","sa3006888"
0,28,"Cristopher Navarro","COL","SS","",,"35+",2022,"Med","19.5","6' 4""","152","R","R","2015 J2 (COL)","Dominican Republic","","sa917065"
0,28,"Nick Iverson","MIL","RHP",,,"35+",2022,"High","21.2","6' 1""","170","R","R","2018 Draft Rnd 15 (MIL)","Central Arizona JC (AZ)","",
0,28,"Jose Mora","OAK","RHP","",,"35+",2021,"","21.3","6' 3""","185","R","R"," 2014 J2 (OAK)","Dominican Republic","","sa875839"
0,28,"Ray-Patrick Didder","ATL","SS","",-1,"35+",2020,"Med","24.3","6' 0""","170","R","R","2012 J2 (ATL)","Aruba","","sa736824"
0,28,"Packy Naughton","CIN","LHP","MLB",,"35+",2021,"Med","22.7","6' 2""","195","R","L","2017 Draft Rnd 9 (CIN)","Virginia Tech","","23292"
0,28,"Ynmanol Marinez","MIA","SS","",,"35+",2022,"High","17.7","6' 0""","170","R","R","2017 J2 (MIA)","Dominican Republic","","sa3005716"
0,28,"Jalen Miller","SFG","2B","AA",,"35+",2020,"Med","22.0","5' 11""","190","R","R","2015 Draft Rnd 3 (SFG)","Riverwood Int'l HS (GA)","","sa875016"
0,28,"Elvis Luciano","KCR","RHP","",,"35+",2023,"High","18.9","6' 2""","184","R","R","2016 J2 (ARI)","Dominican Republic","","20632"
0,28,"Ryan Weiss","ARI","RHP","AAA",,"35+",2021,"Med","22.1","6' 4""","205","R","R","2018 Draft Rnd 5 (ARI)","Wright State","","sa3007778"
0,28,"Luis Santana","NYM","2B","",,"35+",2022,"Med","19.4","5' 8""","175","R","R","2016 J2 (NYM)","Venezuela","","sa921577"
0,28,"Kyle Young","PHI","LHP","",,"35+",2021,"High","21.1","6' 10""","205","L","L","2016 Draft Rnd 22 (PHI)","St. Dominic HS (NY)","","sa918488"
0,29,"Dustin Peterson","DET","LF","AA",,"40",2018,"Med","24.3","6' 2""","185","R","R","2013 Draft Rnd 2 (SD)","Gilbert HS (AZ)","3Adp3VBEEA8","15189"
0,29,"Luis Arraez","MIN","2B","",1,"40",2019,"Med","21.7","5' 10""","155","L","R","2013 J2 (MIN)","Venezuela","","18568"
0,29,"Dérmis Garcia","NYY","1B/RHP","",-1,"40",2021,"High","21.0","6' 3""","200","R","R","2014 J2 (NYY)","Dominican Republic","d-BKTy1j3vI","20926"
0,29,"Alex Wells","BAL","LHP","",1,"40",2020,"Low","21.8","6' 1""","190","L","L","2015 J2 (BAL)","Australia","","19845"
0,29,"Nick Ciuffo","TBR","C","",,"40",2020,"Med","23.8","6' 1""","205","R","R","2013 Draft Rnd 1 (TBR)","Lexington HS (SC)","-KELTvpMYp4","16291"
0,29,"Grant Little","SDP","2B","A+",,"40",2020,"Low","21.8","6' 1""","175","R","R","2018 Draft Rnd 2 (SDP)","Texas Tech","8u-ydbS6idI","sa3008031"
0,29,"Riley Adams","TOR","C","MLB",,"40",2021,"High","22.5","6' 4""","225","R","R","2017 Draft Rnd 3 (TOR)","San Diego","vs1YnFvXjvA","19864"
0,29,"Jean Casanova","TEX","RHP","",,"40",2021,"Med","21.8","6' 3""","155","R","R","2016 Draft Rnd 35 (TEX)","Waukegan HS (IL)","CQ94KnqUGTY","sa918959"
0,29,"Daniel Ponce de Leon","STL","RHP","AAA",1,"40",2018,"Med","27.0","6' 4""","185","R","R","2014 Draft Rnd 9 (STL)","Embry-Riddle Univ","","16110"
0,29,"Luis Curbelo","CHW","3B","",,"35+",2021,"High","21.1","6' 3""","185","R","R","2016 Draft Rnd 6 (CHW)","Cocoa HS (FL)","","sa918086"
0,29,"Jacob Amaya","LAD","SS","MLB",,"35+",2022,"Med","20.3","6' 0""","180","R","R","2017 Draft Rnd 11 (LAD)","South Hills HS (CA)","","23296"
0,29,"Jose Paulino","CHC","LHP","",-1,"35+",2019,"High","23.7","6' 2""","180","L","L","2011 J2 (CHC)","Dominican Republic","","sa657308"
0,29,"Carlos Sanabria","HOU","RHP","",,"35+",2020,"High","21.9","6' 0""","165","R","R","2013 J2 (HOU)","Venezuela","","16634"
0,29,"Fadriel Cruz","COL","2B","",,"35+",2024,"High","18.1","5' 10""","170","L","R","2016 J2 (COL)","Dominican Republic","","sa3005476"
0,29,"Richie Martin","OAK","SS","MLB",,"35+",2019,"","24.0","5' 11""","190","R","R","2015 Draft Rnd 1 (OAK)","Florida","","17736"
0,29,"Travis Demeritte","ATL","LF","",-1,"35+",2019,"High","24.3","6' 0""","178","R","R","2013 Draft Rnd 1 (TEX)","Winder Barrow HS (GA)","YQjbmtOH1mU","15958"
0,29,"Aristides Aquino","CIN","RF","MLB",-1,"35+",2019,"High","24.7","6' 4""","200","R","R","2010 J2 (CIN)","Dominican Republic","alUGGntk5KI","15482"
0,29,"Jonathan Lopez","CLE","3B","AA",,"35+",2023,"Med","19.4","6' 2""","175","S","R","2016 J2 (CLE)","Dominican Republic","","sa924293"
0,29,"Austin Dean","MIA","LF","",,"35+",2018,"Low","25.2","6' 1""","190","R","R","2012 Draft Rnd 4 (MIA)","Klein Collins HS (TX)","","18288"
0,29,"Tyler Herb","SFG","RHP","",-1,"35+",2018,"Med","26.7","6' 3""","200","R","R","2014 Draft Rnd 29 (SEA)","Coastal Carolina","","sa829625"
0,29,"D.J. Burt","KCR","2B","",,"35+",2020,"Med","23.2","5' 9""","160","R","R","2014 Draft Rnd 4 (KCR)","Fuquay-Varina HS (NC)","","sa828876"
0,29,"Justin Lewis","ARI","RHP","AA",,"35+",2021,"Med","23.3","6' 7""","205","R","R","2018 Draft Rnd 12 (ARI)","Kentucky","","sa3008577"
0,29,"Bryce Montes de Oca","NYM","RHP",,,"35+",2019,"High","22.7","6' 7""","265","R","R","2018 Draft Rnd 9 (NYM)","Missouri","",
0,29,"Jose Pujols","PHI","RF","",,"35+",2021,"High","23.3","6' 3""","175","R","R","2012 J2 (PHI)","Dominican Republic","","sa739662"
0,30,"Nolan Blackwood","DET","RHP","AAA",,"40",2019,"Low","23.8","6' 5""","185","R","R","2016 Draft Rnd 14 (OAK)","Memphis","","sa874212"
0,30,"Charles Mack","MIN","2B","",,"40",2023,"Med","19.1","5' 11""","190","L","R","2018 Draft Rnd 6 (MIN)","Williamsville East HS","","sa3008250"
0,30,"Antonio Gomez","NYY","C",,,"40",2024,"High","17.1","6' 2""","205","R","R","2018 J2 (NYY)","Venezuela","UIUzPZR_djw",
0,30,"Breyvic Valera","BAL","SS","",,"40",2018,"Low","27.0","5' 11""","180","S","R","2009 J2 (STL)","Venezuela","","12758"
0,30,"Jermaine Palacios","TBR","SS","AAA",,"40",2020,"Med","22.5","6' 0""","145","R","R","2013 J2 (MIN)","Venezuela","","18371"
0,30,"Jorge Ona","SDP","LF","",,"40",2019,"Med","22.0","6' 1""","220","R","R","2016 J2 (SDP)","Cuba","rpk7Y12Fru0","20040"
0,30,"Eguy Rosario","SDP","2B","",1,"40",2021,"Med","19.4","5' 9""","170","R","R","2015 J2 (SDP)","Dominican Republic","","19964"
0,30,"Hagen Danner","TOR","C","AAA",,"40",2023,"High","20.3","6' 2""","185","R","R","2017 Draft Rnd 2 (TOR)","Huntington Beach HS (CA)","zOSvxofwJBY","22116"
0,30,"A.J. Alexy","TEX","RHP","",,"40",2022,"High","20.7","6' 4""","195","R","R","2016 Draft Rnd 11 (LAD)","Twin Valley HS (PA)","N5cPI1HSCZM","22343"
0,30,"Luken Baker","STL","1B","MLB",,"35+",2021,"High","21.8","6' 4""","265","R","R","2018 Draft Rnd 2 (STL)","TCU","","21497"
0,30,"Yordi Rosario","CHW","RHP","",,"35+",2022,"High","19.9","6' 2""","185","R","R","2015 J2 (CHW)","Dominican Republic","","sa919881"
0,30,"John Rooney","LAD","LHP","AAA",,"35+",2020,"Med","21.9","6' 5""","235","R","L","2018 Draft Rnd 3 (LAD)","Hofstra","","24590"
0,30,"Eddy Julio Martinez","CHC","CF","",-1,"35+",2019,"Med","24.0","6' 1""","195","R","R","2015 J2 (CHC)","Cuba","iYUBEpPUA-I","sa914203"
0,30,"Cristian Javier","HOU","RHP","MLB",,"35+",2020,"High","21.8","6' 1""","170","R","R","2014 J2 (HOU)","Dominican Republic","","17606"
0,30,"Yolki Pena","COL","CF","DSL",,"35+",2024,"High","18.8","6' 0""","165","L","L","2016 J2 (COL)","Dominican Republic","","sa3003334"
0,30,"Derian Cruz","ATL","2B","",-1,"35+",2021,"High","20.2","6' 1""","177","S","R","2015 J2 (ATL)","Dominican Republic","XrcKSetbgCE","sa916719"
0,30,"Aneurys Zabala","CIN","RHP","",,"35+",2020,"High","22.0","6' 3""","260","R","R","2013 J2 (SEA)","Dominican Republic","","20802"
0,30,"James Karinchak","CLE","RHP","AAA",,"35+",2020,"High","23.3","6' 3""","230","R","R","2017 Draft Rnd 9 (CLE)","Bryant","","20151"
0,30,"Albert Guaimaro","MIA","RF","",,"35+",2022,"High","20.0","6' 0""","180","R","R","2015* J2 (BOS*)","Venezuela","","sa917084"
0,30,"Aaron Phillips","SFG","RHP","",,"35+",2021,"High","22.2","6' 4""","195","R","R","2017 Draft Rnd 9 (SFG)","St. Bonaventure","","sa3004747"
0,30,"Yohanse Morel","KCR","RHP","",,"35+",2024,"High","18.4","6' 0""","170","R","R","2017 J2 (WAS)","Dominican Republic","","sa3005685"
0,30,"Manuel Silva","PHI","LHP","A+",,"35+",2022,"High","20.0","6' 2""","145","L","L","2015 J2 (PHI)","Dominican Republic","","sa917865"
0,31,"Adinso Reyes","DET","3B",,,"40",2024,"High","17.2","6' 1""","195","R","R","2018 J2 (DET)","Dominican Republic","Oo8SzAr5cp4",
0,31,"Ryan Costello","MIN","1B","AA",,"40",2020,"Med","22.6","6' 2""","200","L","R","2017 Draft Rnd 31 (SEA)","Central Connecticut State","","sa3004071"
0,31,"Ronny Rojas","NYY","2B","",1,"40",2022,"High","17.4","6' 1""","180","S","R","2017 J2 (NYY)","Dominican Republic","","sa3005530"
0,31,"D.J. Snelten","BAL","LHP","AAA",,"40",2018,"Med","26.6","6' 6""","240","L","L","2013 Draft Rnd 9 (SFG)","Minnesota","","15949"
0,31,"Taylor Walls","TBR","SS","MLB",1,"40",2020,"Med","22.5","5' 10""","180","S","R","2017 Draft Rnd 3 (TBR)","Florida State","","22458"
0,31,"Tucupita Marcano","SDP","SS","MLB",1,"40",2022,"Med","19.3","6' 0""","165","L","R","2016 J2 (SDP)","Venezuela","","22871"
0,31,"Zach Jackson","TOR","RHP","AAA",,"40",2019,"Low","23.0","6' 3""","200","R","R","2016 Draft Rnd 3 (TOR)","Arkansas","","19493"
0,31,"Miguel Aparicio","TEX","CF","",,"40",2021,"Med","19.8","6' 0""","165","L","L","2015 J2 (TEX)","Venezuela","3GM5aizrKXc","sa917275"
0,31,"Lars Nootbaar","STL","1B","MLB",,"35+",2021,"High","21.3","6' 2""","205","L","R","2018 Draft Rnd 8 (STL)","USC","","21454"
0,31,"Braydon Fisher","LAD","RHP","MLB",,"35+",2023,"High","18.4","6' 4""","180","R","R","2018 Draft Rnd 4 (LAD)","Clear Falls HS","80c54YEZ9ds","24609"
0,31,"Fernando Kelli","CHC","CF","",,"35+",2023,"Med","20.4","6' 0""","180","R","R","2015 J2 (CHC)","Venezuela","","sa917351"
0,31,"Deury Carrasco","HOU","SS","",,"35+",2023,"High","19.3","5' 9""","165","L","R","2016 J2 (HOU)","Dominican Republic","","sa3003330"
0,31,"Chad Sobotka","ATL","RHP","",,"35+",2019,"Med","25.5","6' 7""","225","R","R","2014 Draft Rnd 4 (ATL)","South Carolina Upstate","","17470"
0,31,"Jesús Reyes","CIN","RHP","AAA",,"35+",2019,"Low","25.9","6' 2""","180","R","R","2014 J2 (CIN)","Dominican Republic","","19277"
0,31,"Juan Mota","CLE","RHP","",,"35+",2021,"High","22.7","6' 4""","190","R","R","2015 J2 (CLE)","Dominican Republic","","sa917387"
0,31,"Tyler Kolek","MIA","RHP","",,"35+",2022,"High","23.0","6' 5""","260","R","R","2014 Draft Rnd 1 (MIA)","Shepherd HS (TX)","JOySfg7GTf4","sa828660"
0,31,"Bubba Starling","KCR","CF","",-1,"35+",2018,"Med","26.4","6' 4""","210","R","R","2011 Draft Rnd 1 (KCR)","Garner-Edgerton HS (KS)","","13356"
0,31,"Logan Simmons","PHI","SS","",,"35+",2024,"High","18.7","6' 2""","185","R","R","2018 Draft Rnd 6 (PHI)","Tatnall Square HS (GA)","ka3N60dJS34","sa3006867"
0,32,"Landon Leach","MIN","RHP","",,"40",2023,"High","19.5","6' 4""","220","R","R","2017 Draft Rnd 2 (MIN)","Pickering HS (CAN)","","sa3005243"
0,32,"Chris Lee","BAL","LHP","",-1,"40",2018,"Low","26.4","6' 3""","180","L","L","2011 Draft Rnd 4 (HOU)","Santa Fe JC (FL)","","sa550044"
0,32,"Moises Gomez","TBR","RF","",1,"40",2022,"High","20.3","5' 11""","200","R","R","2015 J2 (TBR)","Venezuela","","sa875163"
0,32,"Austin Allen","SDP","C","",1,"40",2019,"High","25.0","6' 2""","220","L","R","2015 Draft Rnd 4 (SDP)","Florida Tech","","18083"
0,32,"Jon Harris","TOR","RHP","",,"40",2018,"Low","25.2","6' 4""","175","R","R","2015 Draft Rnd 1 (TOR)","Missouri State","hLuD_A3MpEk","sa658929"
0,32,"CD Pelham","TEX","LHP","AA",1,"40",2019,"High","23.9","6' 6""","235","L","L","2015 Draft Rnd 33 (TEX)","Spartanburg Methodist","","19820"
0,32,"Iván Herrera","STL","C","MLB",,"35+",2023,"High","18.6","6' 0""","180","R","R","2016 J2 (STL)","Panama","","20599"
0,32,"Jerming Rosario","LAD","RHP",,,"35+",2024,"High","16.2","6' 1""","175","R","R","2018 J2 (LAD)","Dominican Republic","SUik4eAyV0E",
0,32,"Erich Uelmen","CHC","RHP","",,"35+",2020,"Med","22.6","6' 3""","185","R","R","2017 Draft Rnd 4 (CHC)","Cal Poly","","20323"
0,32,"Peter Solomon","HOU","RHP","",,"35+",2020,"Med","22.4","6' 4""","200","R","R","2017 Draft Rnd 4 (HOU)","Notre Dame","","20476"
0,32,"Kody Clemens","DET","2B","MLB",,"35+",2021,"Med","22.6","6' 1""","170","L","R","2018 Draft Rnd 3 (DET)","Texas","","20572"
0,32,"Yoendrys Gómez","NYY","RHP","MLB",,"35+",2023,"High","19.2","6' 3""","175","R","R","2016 J2 (NYY)","Venezuela","","22872"
0,32,"Wes Parsons","ATL","RHP","",,"35+",2018,"Low","26.3","6' 5""","204","R","R","2012 UDFA (ATL)","Jackson State JC (TN)","","14764"
0,32,"Alfredo Rodriguez","CIN","SS","",-1,"35+",2019,"Med","24.5","6' 0""","190","R","R","2016 J2 (CIN)","Cuba","VVWuMkvxwiA","sa922180"
0,32,"Mitch  Longo","CLE","LF","",,"35+",2020,"Med","24.0","6' 0""","185","L","R","2016 Draft Rnd 14 (CLE)","Ohio","","sa874178"
0,32,"Nick Fortes","MIA","C","MLB",,"35+",2021,"High","22.1","6' 0""","210","R","R","2018 Draft Rnd 4 (MIA)","Ole Miss","","21538"
0,32,"Tyler Kinley","MIA","RHP","MLB",,"35+",2019,"Med","27.9","6' 4""","205","R","R","2013 Draft Rnd 16 (MIA)","Barry","","18297"
0,32,"Brewer Hicklen","KCR","CF","AAA",,"35+",2021,"High","22.9","6' 2""","208","R","R","2017 Draft Rnd 7 (KCR)","UAB","","20450"
0,32,"Ramón Rosso","PHI","RHP","AAA",,"35+",2020,"Med","22.6","6' 4""","215","R","R","2015 J2 (LAD)","Dominican Republic","","20368"
0,33,"Andrew Bechtold","MIN","3B","AAA",,"40",2021,"Med","22.7","6' 1""","185","R","R","2017 Draft Rnd 5 (MIN)","Chipola JC (FL)","","sa829787"
0,33,"Chih-Wei Hu","TBR","RHP","",,"40",2018,"Med","25.2","6' 0""","230","R","R","2011 J2 (MIN)","Taiwan","CnQuWadDzvs","16419"
0,33,"Mason Thompson","SDP","RHP","MLB",-1,"40",2022,"High","20.9","6' 6""","190","R","R","2016 Draft Rnd 3 (SDP)","Round Rock HS (TX)","5vx6kj92i4I","21850"
0,33,"Demarcus Evans","TEX","RHP","",1,"40",2020,"High","22.2","6' 4""","240","R","R","2015 Draft Rnd 25 (TEX)","Petal HS (MS)","","21087"
0,33,"Cody Deason","HOU","RHP","",,"35+",2020,"Med","22.0","6' 3""","205","R","R","2018 Draft Rnd 5 (HOU)","Arizona","Zbsr_re14dU","sa3007958"
0,33,"Alvaro Gonzalez","DET","SS","",,"35+",2023,"High","18.4","6' 0""","165","R","R","2017 J2 (DET)","Venezuela","","sa3005715"
0,33,"Pablo Olivares","NYY","CF","",,"35+",2021,"High","20.9","6' 0""","160","R","R","2014 J2 (NYY)","Venezuela","","sa872547"
0,33,"CJ Alexander","ATL","3B","",,"35+",2021,"Med","22.5","6' 5""","215","L","R","2018 Draft Rnd 20 (ATL)","State College JC (FL)","","20557"
0,33,"Jonathan Willems","CIN","2B","",,"35+",2022,"High","20.2","5' 11""","180","R","R","2015 J2 (CIN)","Curacao","","sa917150"
0,33,"Ernie Clement","CLE","SS","MLB",,"35+",2021,"Low","22.8","5' 10""","160","R","R","2017 Draft Rnd 4 (CLE)","Virginia","","20352"
0,33,"Preston Palmeiro","BAL","2B","",,"35+",2020,"Med","23.9","5' 11""","180","L","R","2016 Draft Rnd 7 (BAL)","North Carolina State","","sa857823"
0,33,"Janser Lara","KCR","RHP","AA",,"35+",2021,"High","22.4","6' 0""","170","R","R","2015 J2 (KCR)","Dominican Republic","","sa917460"
0,33,"Jose Taveras","PHI","RHP","",-1,"35+",2019,"Med","25.2","6' 4""","210","R","R","2013 J2 (PHI)","Dominican Republic","","sa828246"
0,33,"Sean Wymer","TOR","RHP","",,"35+",2020,"Low","21.8","6' 1""","190","R","R","2018 Draft Rnd 4 (TOR)","TCU","jNNjJFDJ0y0","sa3007204"
0,34,"Misael Urbina","MIN","CF",,,"40",2023,"Med","16.2","6' 0""","175","R","R","2018 J2 (MIN)","Venezuela","rflqhRGiZ0I",
0,34,"Curtis Taylor","TBR","RHP","",,"40",2021,"Med","23.4","6' 6""","215","R","R","2016 Draft Rnd 4 (ARZ)","University of British Columbia","","sa917970"
0,34,"Michell Miliano","SDP","RHP","",1,"40",2023,"High","19.0","6' 3""","180","R","R","2016 J2 (SDP)","Dominican Republic","S-hbniFCk5Y","sa3005188"
0,34,"Wei-Chieh Huang","TEX","RHP","AAA",,"40",2019,"Low","25.3","6' 1""","170","R","R","2014 J2 (ARI)","Taiwan","","17508"
0,34,"Alex McKenna","HOU","CF","",,"35+",2021,"Med","21.3","6' 2""","200","R","R","2018 Draft Rnd 4 (HOU)","Cal Poly","","sa3008003"
0,34,"Adam Wolf","DET","LHP","",,"35+",2021,"Low","22.0","6' 6""","225","L","L","2018 Draft Rnd 5 (DET)","Louisville","","sa3007587"
0,34,"Roberto Chirinos","NYY","SS","",,"35+",2022,"High","18.3","5' 11""","175","R","R","2017 J2 (NYY)","Venezuela","","sa3005484"
0,34,"Edwin Yon","CIN","CF","",,"35+",2023,"High","20.4","6' 5""","180","R","R","2014 J2 (CIN)","Dominican Republic","","sa872464"
0,34,"Oscar Gonzalez","CLE","CF","",,"35+",2021,"High","21.0","6' 2""","180","R","R","2014 J2 (CLE)","Dominican Republic","","20970"
0,34,"Jomar Reyes","BAL","3B","",-1,"35+",2020,"High","21.9","6' 3""","220","R","R","2013 J2 (BAL)","Dominican Republic","","sa830204"
0,34,"Armaldo Hernandez","KCR","RHP","AA",,"35+",2019,"Low","22.9","6' 0""","175","R","R","2012 J2 (KCR)","Venezuela","","sa828154"
0,34,"Rafael Marchán","PHI","CF","MLB",,"35+",2022,"High","19.9","5' 9""","170","S","R","2015 J2 (PHI)","Venezuela","","21646"
0,34,"Justin Maese","TOR","RHP","AA",-1,"35+",2020,"High","22.2","6' 3""","190","R","R","2015 Draft Rnd 3 (TOR)","Yselta HS (TX)","","sa875002"
0,35,"Alex Speas","TEX","RHP","AAA",-1,"40",2022,"High","20.8","6' 4""","180","R","R","2016 Draft Rnd 2 (TEX)","McEachern HS (GA)","ja_dnjJCRDU","21859"
0,35,"Ryley Widell","MIN","LHP","",,"40",2022,"Med","21.6","6' 3""","180","L","L","2017 Draft Rnd 7 (MIN)","Central Arizona JC","","sa3005099"
0,35,"Orlando Romero","TBR","RHP","",,"40",2022,"Med","22.3","6' 0""","211","R","R","2013 J2 (TBR)","Venezuela","","sa827251"
0,35,"Nick Margevicius","SDP","LHP","AAA",1,"40",2019,"High","22.5","6' 5""","220","R","R","2017 Draft Rnd 7 (SDP)","Rider","","20395"
0,35,"Brandon Bielak","HOU","RHP","",,"35+",2020,"Med","22.7","6' 1""","210","R","R","2017 Draft Rnd 11 (HOU)","Notre Dame","","19866"
0,35,"Isiah Gilliam","NYY","LF","AAA",,"35+",2020,"High","22.4","6' 3""","220","S","R","2015 Draft Rnd 20 (NYY)","Chipola JC (FL)","","sa829343"
0,35,"Cash Case","CIN","2B","",,"35+",2022,"High","19.6","6' 1""","190","L","R","2017 Draft Rnd 4 (CIN)","First Academy (FL)","","sa3004042"
0,35,"Raynel Delgado","CLE","SS","AAA",,"35+",2023,"High","18.7","6' 2""","180","S","R","2018 Draft Rnd 6 (CLE)","Calvary Christian HS (FL)","","sa3007288"
0,35,"Bruce Zimmermann","BAL","LHP","MLB",,"35+",2021,"Med","23.9","6' 2""","215","L","L","2017 Draft Rnd 5 (ATL)","Mount Olive","","20370"
0,35,"Charlie Neuweiler","KCR","RHP","",,"35+",2022,"Med","19.9","6' 1""","205","R","R","2017 Draft Rnd 5 (KCR)","McClancy Memorial HS (NY)","","sa3004345"
0,35,"Kevin Vicuna","TOR","SS","AA",,"35+",2021,"Med","21.0","6' 0""","140","R","R","2014 J2 (TOR)","Venezuela","","sa872466"
0,36,"Zack Granite","MIN","CF","",,"40",2018,"Low","26.3","6' 1""","175","L","L","2013 Draft Rnd 1 (MIN)","Seton Hall","","15343"
0,36,"Jaime Schultz","TBR","RHP","",,"40",2018,"Low","27.5","5' 10""","200","R","R","2013 Draft Rnd 14 (TBR)","High Point","","15066"
0,36,"Brad Zunica","SDP","1B","",,"40",2022,"High","23.2","6' 6""","254","L","R","2015 Draft Rnd 16 (SDP)","State College JC (FL)","Jre9wi8Hbwo","sa875647"
0,36,"Jayce Easley","TEX","SS","",,"35+",2023,"High","19.4","5' 10""","150","S","R","2018 Draft Rnd 5 (TEX)","O'Connor HS (AZ)","xwmOqWB9Uj0","sa3007057"
0,36,"Kit Scheetz","HOU","RHP","",1,"35+",2019,"Low","24.6","5' 10""","185","L","L","2017 UDFA (HOU)","Virginia Tech","","sa873684"
0,36,"Ben Heller","NYY","RHP","CPX",,"35+",2018,"High","27.4","6' 3""","205","R","R","2013 Draft Rnd 22 (CLE)","Olivet Nazarene","5wjaOjUsOY4","15100"
0,36,"Johnathan Rodríguez","CLE","CF","MLB",,"35+",2023,"High","19.2","6' 3""","180","S","R","2017 Draft Rnd 3 (CLE)","Carlos Beltran Academy (PR)","","22530"
0,36,"Cody Sedlock","BAL","RHP","",-1,"35+",2019,"High","23.5","6' 4""","204","R","R","2016 Draft Rnd 1 (BAL)","Illinois","","19357"
0,36,"Austin Cox","KCR","LHP","AAA",,"35+",2020,"High","21.8","6' 4""","185","L","L","2018 Draft Rnd 5 (KCR)","Mercer","","24604"
0,36,"Ryan Noda","TOR","1B","AAA",,"35+",2021,"Med","22.8","6' 3""","217","L","L","2017 Draft Rnd 15 (TOR)","Cincinnati","","23312"
0,37,"Alex Robinson","MIN","LHP","",,"40",2019,"High","24.4","6' 3""","217","L","L","2015 Draft Rnd 5 (MIN)","Maryland","","sa827436"
0,37,"Sandy Gaston","TBR","RHP",,,"40",2023,"High","17.0","6' 0""","190","R","R","2018 J2 (TBR)","Cuba","PB7HrCsfEUU",
0,37,"Robert Stock","SDP","RHP","AAA",,"40",2018,"Low","29.1","6' 1""","214","R","R","2009 Draft Rnd 2 (STL)","Southern California","","6576"
0,37,"Ariel Jurado","TEX","RHP","",,"35+",2018,"Low","22.9","5' 11""","180","R","R","2012 J2 (TEX)","Panama","","17030"
0,37,"Enoli Paredes","HOU","RHP","AAA",1,"35+",2020,"High","23.3","5' 11""","165","R","R","2014 J2 (HOU)","Dominican Republic","","20447"
0,37,"Juan Then","NYY","RHP","",,"35+",2022,"High","18.9","6' 1""","155","R","R","2016 J2 (SEA)","Dominican Republic","","22828"
0,37,"José Tena","CLE","SS","MLB",,"35+",2024,"High","17.8","5' 9""","160","L","R","2017 J2 (CLE)","Dominican Republic","","23691"
0,37,"Otto Lopez","TOR","SS","MLB",1,"35+",2022,"Med","20.3","5' 10""","160","R","R","2016 J2 (TOR)","Dominican Republic","","19608"
0,38,"Ian Gibaut","TBR","RHP","",,"40",2019,"Med","25.1","6' 3""","250","R","R","2015 Draft Rnd 11 (TBR)","Tulane","","17871"
0,38,"Andrés Muñoz","SDP","RHP","MLB",,"40",2020,"High","20.0","6' 2""","190","R","R","2015 J2 (SDP)","Mexico","-KTSw4drGvw","20373"
0,38,"Frainyer  Chavez","TEX","SS","AA",,"35+",2021,"Med","19.6","5' 10""","170","S","R","2018 Draft Rnd 22 (TEX)","Midland JC (TX)","","sa3007019"
0,38,"Ricky De La Torrre","MIN","SS","",,"35+",2022,"High","19.4","6' 2""","204","R","R","2017 Draft Rnd 6 (MIN)","Puerto Rico Baseball Academy (PR)","","sa3004503"
0,38,"Luis Gil","NYY","RHP","MLB",,"35+",2021,"High","20.6","6' 3""","175","R","R","2016 J2 (CIN)","Dominican Republic","","21052"
0,39,"Brock Burke","TBR","LHP","MLB",1,"40",2020,"High","22.4","6' 4""","200","L","L","2014 Draft Rnd 3 (TBR)","Evergreen HS (CO)","","17968"
0,39,"Ronald Bolaños","SDP","RHP","",,"40",2021,"Med","22.4","6' 3""","200","R","R","2016 J2 (SDP)","Cuba","ejuBKCIlM9I","20041"
0,39,"Jose Rodriguez","TEX","C",,,"35+",2024,"High","17.2","6' 0""","185","L","R","2018 J2 (TEX)","Venezuela","",
0,39,"Yeltsin Encarnacion","MIN","SS","",,"35+",2021,"High","20.5","5' 11""","170","R","R","2014 J2 (MIN)","Dominican Republic","","sa875336"
0,39,"Dalton Lehnen","NYY","LHP","",,"35+",2020,"Low","22.6","6' 3""","222","L","L","2017 Draft Rnd 6 (NYY)","Augustana","","sa873948"
0,40,"Dylan Coleman","SDP","RHP","MLB",,"40",2022,"High","22.3","6' 6""","215","R","R","2018 Draft Rnd 4 (SDP)","Missouri State","jA1AHBlXsqg","22276"
0,40,"Jordan Balazovic","MIN","RHP","",,"35+",2020,"High","20.3","6' 4""","175","R","R","2016 Draft Rnd 5 (MIN)","St. Martin Secondary (ON)","","21866"
0,40,"Ryan Boldt","TBR","CF","",,"35+",2020,"Med","24.1","6' 2""","210","L","R","2016 Draft Rnd 2 (TBR)","Nebraska","","sa738262"
